timestamp,open,high,low,close,volume
2017-10-15,111.53,120.18,111.53,120.18,2700
2017-10-16,121.9,131.41,121.9,131.41,5075
2017-10-17,134.01,144.38,134.01,144.38,5990
2017-10-18,141.79,146.98,130.55,131.42,4140
2017-10-23,131.42,128.83,127.1,128.83,1025
2017-10-24,128.83,130.56,127.97,127.97,1476
2017-10-25,128.83,128.83,125.37,125.37,1610
2017-10-29,121.88,121.88,118.47,120.18,1780
2017-10-30,118.45,120.18,116.72,120.18,1670
2017-10-31,121.91,121.91,121.91,121.91,31150
2017-11-01,120.18,120.18,118.45,118.45,510
2017-11-05,116.72,116.72,113.26,113.26,530
2017-11-06,113.26,113.26,112.4,112.4,200
2017-11-07,112.4,114.13,112.4,114.13,200
2017-11-08,113.26,113.26,110.67,110.67,210
2017-11-12,110.67,117.59,112.4,117.59,350
2017-11-13,119.32,119.32,117.59,117.59,800
2017-11-15,119.32,119.32,117.59,117.59,1900
2017-11-19,117.58,117.58,116.72,116.72,700
2017-11-20,114.99,114.99,113.26,113.26,300
2017-11-21,115,116.72,114.13,115,1601
2017-11-22,113.27,115,113.27,115,650
2017-11-23,115,115.86,113.27,114.13,31816
2017-11-27,115.86,115.86,112.4,114.13,1345
2017-11-28,115,116.74,113.25,115.87,15741
2017-11-29,115.86,117.59,115.86,117.59,240
2017-11-30,119.32,119.32,117.59,117.59,170
2017-12-04,115.87,115.87,114.14,115.87,400
2017-12-05,115,115,115,115,100
2017-12-06,116.72,116.72,116.72,116.72,50
2017-12-10,114.99,114.99,113.29,114.99,750
2017-12-13,113.27,115,113.27,114.13,16550
2017-12-14,115.86,117.59,115.86,117.59,570
2017-12-17,117.59,118.44,117.59,118.44,500
2017-12-18,120.13,121.82,120.13,120.13,900
2017-12-21,120.13,120.13,116.74,116.74,196
2017-12-24,116.74,116.74,113.36,113.36,16310
2017-12-26,111.66,111.66,109.97,109.97,1555
2017-12-31,108.27,108.27,108.27,108.27,50
2018-01-02,108.27,108.27,108.27,108.27,100
2018-01-03,106.58,107.43,106.58,107.43,550
2018-01-04,109.12,110.81,109.12,110.81,680
2018-01-07,112.5,112.5,110.81,110.81,160
2018-01-09,110.82,117.58,112.51,117.58,50
2018-01-22,115.89,115.89,112.5,112.5,895
2018-01-23,110.81,110.81,109.12,109.12,1033
2018-01-24,107.43,107.43,105.73,107.43,480
2018-01-25,109.11,109.11,107.42,109.11,600
2018-01-28,109.11,109.11,107.42,109.11,416
2018-02-04,109.11,109.11,109.11,109.11,200
2018-02-06,109.11,109.11,105.73,105.73,470
2018-02-11,104.04,104.04,104.04,104.04,100
2018-02-12,102.34,102.34,102.34,102.34,50
2018-02-15,102.34,105.72,100.65,104.03,4990
2018-02-18,104.03,104.03,102.34,102.34,2910
2018-02-20,101.49,104.03,101.49,102.34,2300
2018-02-26,104.02,104.02,104.02,104.02,10
2018-02-27,103.18,104.02,103.18,104.02,200
2018-02-28,102.33,102.33,102.33,102.33,1000
2018-03-04,102.33,102.33,102.33,102.33,678
2018-03-06,101.46,101.46,99.76,100.61,1700
2018-03-07,102.33,104.05,102.33,104.05,20
2018-03-11,104.05,105.77,104.05,105.77,310
2018-03-12,105.76,106.62,104.9,106.62,1347
2018-03-13,106.62,106.62,106.62,106.62,100
2018-03-15,104.91,104.91,104.91,104.91,45
2018-03-18,106.63,108.35,106.63,108.35,50
2018-03-19,106.63,107.49,106.63,107.49,135
2018-03-20,105.77,105.77,105.77,105.77,100
2018-03-21,104.06,104.06,102.34,102.34,15970
2018-04-01,101.48,101.48,101.48,101.48,50
2018-04-05,99.76,99.76,99.76,99.76,220
2018-04-08,101.48,103.2,99.76,99.76,14000
2018-04-09,101.48,103.2,101.48,103.2,400
2018-04-10,104.92,104.92,101.48,101.48,2220
2018-04-11,101.48,101.48,101.48,101.48,100
2018-04-12,103.19,103.19,103.19,103.19,100
2018-04-15,103.19,104.91,103.19,103.19,210
2018-04-16,103.19,104.05,103.19,104.05,232
2018-04-17,104.05,107.49,105.77,107.49,100
2018-04-18,109.21,109.21,109.21,109.21,200
2018-04-19,107.5,109.22,107.5,107.5,820
2018-04-22,107.5,110.94,109.22,110.94,200
2018-04-23,111.8,111.8,109.22,109.22,1900
2018-04-24,108.36,109.22,108.36,109.22,320
2018-05-17,108.36,108.36,108.36,108.36,100
2018-05-24,108.36,110.08,110.08,110.08,10
2018-05-28,110.08,110.08,110.08,110.08,100
2018-05-30,108.36,108.36,108.36,108.36,5000
2018-05-31,108.36,108.36,108.36,108.36,10000
2018-06-19,106.64,106.64,106.64,106.64,10
2018-06-20,104.92,104.92,104.92,104.92,10
2018-07-02,105.99,111.35,105.99,109.2,1905
2018-07-09,107.41,107.41,107.41,107.41,2000
2018-07-15,107.41,107.41,107.41,107.41,11607
2018-07-23,107.41,107.41,107.41,107.41,21006
2018-07-24,107.41,107.41,96.67,96.67,6523
2018-07-25,96.68,96.68,93.09,93.09,366
2018-07-26,91.3,93.09,89.51,89.51,2117
2018-07-29,90.41,90.41,90.41,90.41,50
2018-07-30,90.41,90.41,88.62,89.51,1010
2018-07-31,87.72,88.61,86.83,87.72,420
2018-08-02,88.61,93.09,88.61,91.3,1905
2018-08-06,92.19,92.19,92.19,92.19,800
2018-08-07,89.53,91.3,89.53,91.3,540
2018-08-09,92.17,92.17,88.62,89.51,578
2018-08-12,89.51,89.51,89.51,89.51,3005
2018-08-13,91.3,94.88,91.3,94.88,70
2018-08-14,96.67,98.46,93.09,94.88,710
2018-08-15,93.09,94.88,93.09,94.88,310
2018-08-19,93.09,93.09,91.3,91.3,120
2018-08-20,89.51,89.51,89.51,89.51,800
2018-08-21,89.51,91.3,89.51,89.51,2913
2018-08-22,88.62,89.51,87.72,87.72,2768
2018-08-23,87.72,87.72,87.72,87.72,100
2018-08-26,88.62,91.3,88.62,89.51,350
2018-08-28,89.51,89.51,89.51,89.51,500
2018-08-30,87.72,87.72,87.72,87.72,60
2018-09-02,88.62,88.62,88.62,88.62,10
